key,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161
10,10,M,Gunma,Gnm,群馬,97,96,45,99,173,80,90,6.7,79.9,260,203,476,89.1,"38,384",80.61,72.07,80.5,71,39.5,307615,32.7,30.4,12.1,29.4,58.5,11.52,29.48,16.1,62,1046.5,16,3145,0.649,0.9,0.44,25.03,13.5,5,30.8,61.2,4.3,28.4,68.6,68.1,75,71.4,73.9,99.2,53.2,28.3,13.2,64.36,5.1,97.3,69.8,49.9,225.2,51.2,670.4,493,265.9,2.2,8.9,12811,1084,1322,1903,273,10.35,71.9,15.2,38.7,72.6,54.4,61.4,46.6,27.3,16.2,0.9,2.2,2.9,1.3,6.1,85.7,28.3,21.8,30.4,32.7,7.9,9.1,2.8,14.9,5.8,5.2,1.2,0,10.3,0.2,3.2,39.5,25.3,22.6,12.7,37.7,,,71,41.2,12.7,"59,059","17,418","28,122","77,418","77,680","66,369","84,103","97,331","112,165","42,198","87,901","143,583","42,593","26,226","59,497","52,167","12,189","20,881","6,435","11,049",42.1,8,"196,400","65,300","73,000",144.8,"300,809","3,250","3,299","3,847","3,465","4,918","4,701","5,275","4,965","2,692","2,529","2,628","2,616",168,311,4.4,7.2,0.9,1.7,3.7,1.8,0.322,0.262,279.8,10.9,24.1,"6,964"
11,11,M,Saitama,Stm,埼玉,366,79,33,96,123,77,57,4.7,59.6,655,567,1207,89.1,"48,387",80.82,73.1,83.7,71.6,36.7,1045519,40.5,38.1,12.2,26.4,61.5,9,25.45,16.4,63,1056,4,2977,0.766,0.4,0.66,27.9,19.4,1.6,23.1,67.9,4.3,23,164.9,72.6,77.9,65.7,54.8,99.1,80.3,24.2,6.9,203.82,11.4,99.2,70.5,48.5,160.1,30.3,329.1,650.6,323.9,7,10.4,16489,1178,1411,1190,282,9.29,76.3,18.4,41.9,74.8,62.9,59.1,52.5,21.8,8.7,0.8,3.6,2.9,1.2,5.6,89.1,21.6,26.8,38.1,40.5,10.3,13.8,3.3,18.7,5.3,3.8,1.3,0.4,32.7,0.7,14.2,36.7,23.7,21.7,12.5,38.6,,,71.6,43.7,18.1,"212,596","61,816","107,560","329,063","351,280","250,439","313,419","381,029","409,103","181,261","327,339","523,274","179,435","98,846","62,768","57,860","14,455","20,614","7,563","11,019",39,7.8,"632,600","217,900","260,900",131.9,"287,873","4,143","3,409","4,130","3,894","5,254","4,711","5,632","5,199","2,879","2,470","2,885","2,745",423,816,15.6,32.7,2,6.1,15.9,4.2,0.305,0.241,303.4,11,23.7,"8,310"
12,12,M,Chiba,Chb,千葉,311,79,36,86,122,78,43,4.6,61,684,508,1152,85,"43,763",80.96,72.37,85.5,81,35.8,918756,41.7,38,12,27.5,60.5,9.45,23.86,17.2,67,1261,17,2920,0.779,1.5,0.34,25.01,21,2.8,19.4,72.3,4.1,23,105.8,71.6,77.4,65.4,53.1,94.7,73.8,25.2,6.68,199.14,7.1,99.9,83.5,52.1,189.9,33.3,277.8,622.7,320.4,6.6,11.1,17479,1133,1404,1188,285,9.91,75.8,17,39.8,75.7,63.9,58.4,51.9,24.2,10.1,0.8,3.5,2.8,0.9,6,90.7,22.7,28.1,38,41.7,11.9,15.9,3.7,18.3,5.6,4.7,1.5,0.1,27.8,0.6,8.7,35.8,23.2,20.9,13.1,36,,,81,38.9,17.3,"182,963","55,073","96,305","277,403","289,354","204,857","268,459","319,911","338,558","157,437","267,827","437,188","155,629","86,332","54,881","49,707","9,882","16,488","6,897","9,432",38.8,7.7,"544,700","202,600","234,600",134.8,"300,925","3,289","2,965","3,503","3,252","4,530","4,434","4,753","4,572","2,552","2,266","2,192","2,337",383,781,15.5,18.1,2.7,6.2,12.9,2.7,0.301,0.241,283.4,11.1,23.9,"8,075"
13,13,M,Tokyo,Tky,東京,680,79,33,85,132,75,43,4.6,98.5,2528,2422,5048,86.2,"47,780",81.07,72,83.3,64.3,35.7,1665409,45.6,45.9,11.2,23.1,65.7,8.49,17.76,16.8,70,1445.5,11,5378,1.162,8.4,0.34,14.86,25.1,0.4,15.3,72.1,3.9,29.4,932.7,75.7,78.5,45,26.8,101.1,99.9,21.6,4.3,577.38,42,98.3,88.4,77.5,304.2,28.4,235.8,654.8,326.2,6.8,10.8,19669,1275,1570,665,386,11.05,78.5,18.3,43.1,75.8,66.6,58.6,54.3,19.1,5.6,1.2,2.6,2.4,1.8,4.9,89.8,15,28.7,45.9,45.6,14.9,18.9,5.7,19.5,3.8,2.6,1.7,0.2,49.6,1.3,18.3,35.7,21.4,22,13,37,,,64.3,36.8,11.7,"403,859","118,556","222,396","679,901","735,886","516,378","611,104","772,546","880,749","454,222","645,772","1,066,766","415,723","238,235","75,966","59,687","12,416","22,360","7,498","10,476",42.9,9.8,"1,096,700","471,300","573,700",138.1,"414,622","4,520","4,232","5,118","4,623","4,765","5,106","5,012","4,961","2,548","2,578","2,713","2,613",636,1291,36.2,56.2,5.9,10.6,30.6,5.9,0.343,0.269,275.5,11,23.3,"8,611"
14,14,M,Kanagawa,Kng,神奈川,458,76,34,88,138,95,51,3.7,74.1,1134,908,2135,83.9,"41,864",81.32,72.3,81.8,64.5,36.6,1231602,43.8,42.7,12.1,25.1,62.8,8.77,22.05,17.1,68,1573.5,6,2986,0.902,0.5,0.42,19.47,24.8,0.8,21,72.1,3.9,9.1,452.8,72.4,78,59.1,41.4,99.8,96.7,25.5,5.47,514.3,19.8,96.8,91.3,53.7,205.4,23.5,285.6,564.2,301.2,4.7,10.3,19035,1175,1477,917,345,10.06,76.8,19,41.3,75.2,64.7,58.9,52.4,21.2,8.2,0.8,2.4,1.8,0.7,5.7,90.1,19.1,29.9,42.7,43.8,11.6,18.6,5.1,17.7,4.2,3.6,1.2,0.1,37,0.7,11.9,36.6,22.5,21.2,12.7,37,,,64.5,32.9,16.2,"230,475","65,277","131,954","414,038","438,649","301,093","369,209","460,984","509,642","239,548","384,840","624,170","226,190","136,128","79,700","61,851","13,033","21,768","8,339","11,160",41.9,9.3,"765,600","313,300","369,300",133.6,"340,016","4,911","4,659","5,267","4,946","4,835","4,999","5,352","5,062","2,944","2,759","2,635","2,779",419,863,20.9,33.5,4.5,5.6,19.3,4.7,0.313,0.248,264,10.4,23.4,"8,056"
15,15,M,Niigata,Ngt,新潟,109,109,49,123,132,82,76,5.7,75.2,247,160,417,88.7,"42,283",80.69,72.45,89.8,60.7,47.7,378745,28.8,29.1,11.6,31.9,56.5,12.93,32.85,14.3,75,1795.5,79,2778,0.461,1,0.14,18.27,10.8,5.8,28.3,63.9,3.7,33.9,36.9,62.6,72.7,74,74.3,98.1,73.6,24.5,13.32,52.41,2.4,97.5,76.3,51.3,191.9,54.3,169.1,610.3,291.2,3,8.8,14208,1050,1339,1875,220,9.73,66.7,15,31.2,71.2,55.1,57.3,48.3,27.3,14.5,0.4,2.6,2.6,1.3,6,84.2,20.4,19.9,29.1,28.8,7.2,7,1.1,12.8,7.5,4.6,1,0.2,10.5,0.3,3.2,47.7,28.9,21.3,9.3,39,,,60.7,33.8,16.7,"75,706","20,239","39,792","91,718","106,311","69,856","109,799","114,396","133,221","64,039","134,082","191,494","49,572","38,174","55,354","54,942","15,975","21,635","7,128","10,811",46.8,10.1,"260,700","104,500","95,000",141.6,"275,943","3,559","3,575","3,401","3,512","4,116","4,654","4,689","4,486","2,640","2,638","2,643","2,640",233,453,5.4,9.6,0.8,1.4,5.2,1.7,0.291,0.24,295,11.3,23.1,"7,029"
16,16,M,Toyama,Tym,富山,51,111,73,202,169,121,81,10.2,73,137,123,299,80,"38,643",80.61,72.58,77.8,55.8,43.6,172418,32.5,32.2,11.6,32,56.4,12.46,34.39,15,78,2751,64,3373,0.478,0.5,0.07,21.38,15.3,3.3,33.1,62.1,3.1,55.3,41.2,67.9,76.1,76.8,77.1,91.6,84.5,32.4,15.38,111.24,4.7,95,90.6,42.1,241.8,59.1,270.4,619,324.4,4.1,9.2,17170,1070,1454,2057,257,10.22,73.2,16.2,37.3,74.1,59.4,60.2,53.2,33.2,18.4,0.8,2.7,4,1.4,7.2,88,21.9,25,32.2,32.5,8.7,8.5,2.7,12.3,9.7,6.5,1.1,0.1,4.9,0.3,1.8,43.6,29,19.4,11.4,38.1,,,55.8,41.2,19.5,"34,710","10,520","17,089","41,627","34,884","24,496","53,445","50,211","46,524","23,203","62,386","65,364","22,707","19,603","72,067","69,205","13,364","17,657","7,294","14,039",47.5,10.6,"120,800","49,600","42,500",144.9,"298,586","4,424","4,097","4,564","4,362","4,975","5,241","5,932","5,383","2,608","2,686","2,839","2,711",84,185,2.3,2.6,0.5,0.6,2.6,0.9,0.3,0.259,291,11,23.4,"7,247"
17,17,M,Ishikawa,Ish,石川,56,123,86,174,137,88,60,8.3,76.6,187,166,429,83.1,"45,153",81.04,72.67,76.8,60.1,36,171782,34.1,32.8,12.5,29.2,58.3,11.1,31.63,15.5,69,2765.5,59,2949,0.502,0.3,0.23,20.57,15.2,3,27.4,65.5,3.4,37.3,62.9,69.1,73.9,69.3,69.8,98.2,82.9,31.6,13.34,80.76,5.8,98.8,90.2,42,280.6,49.7,231.1,665.4,339.2,5.8,9.2,16152,1065,1308,1860,258,10.12,74.4,17.6,36.6,70.7,58.2,53.9,48.9,32.7,17.5,0.7,3.3,2.8,1.6,9.6,88.4,19.8,23.2,32.8,34.1,9.8,12.6,2.9,15,9.2,5.8,1.3,0,4.5,0.2,1.8,36,22.7,17.8,14,41.9,,,60.1,41.4,16.8,"35,531","11,764","18,544","30,822","45,897","27,002","50,631","39,363","43,219","19,150","45,130","78,932","17,678","16,366","79,996","57,617","12,685","17,311","7,582","10,674",44.6,8.6,"116,900","40,800","40,000",144.6,"297,927","4,748","4,526","5,340","4,871","5,303","6,132","5,769","5,735","2,384","2,371","2,459","2,405",85,203,1.7,3.2,0.5,0.9,2.8,0.7,0.307,0.259,312.6,11.5,23.9,"7,254"
18,18,M,Fukui,Fuk,福井,38,119,73,130,144,96,55,8.7,74.6,125,94,241,86,"35,634",81.27,72.45,79.2,61.6,34.3,122804,33.3,29.8,12.8,30.2,57,12,36.1,15.3,77,2632,60,3196,0.407,1.5,0.17,21.3,14.6,3.7,30.7,63.8,3.3,47,53.4,65,73.6,74.9,76.7,96,78.4,32.2,15.26,85.21,5.4,96,91.9,38,245.8,61.6,180.6,627.6,283.4,3.3,9,18562,1160,1558,2101,333,9.74,70.1,14.3,31.5,70.2,53.7,58.1,48.2,33.7,20.1,0.2,3.5,3.1,1.4,9.4,86.5,20.6,19.3,29.8,33.3,7.7,9.4,1.9,13.6,9.1,6.2,1.1,0.1,3.8,0.2,1.4,34.3,20.5,19.6,13.1,36.3,,,61.6,34.8,23.1,"20,911","7,098","11,809","27,273","25,114","17,641","33,432","33,340","29,054","15,349","33,739","47,423","14,896","14,335","69,445","60,660","14,391","16,416","8,090","14,138",45.1,8.4,"85,100","30,900","27,300",148.7,"310,290","4,383","4,453","4,497","4,444","4,368","4,906","5,206","4,827","2,286","2,232","2,718","2,412",78,188,1.7,1.9,0.4,0.6,1.4,0.4,0.3,0.253,288.3,10.5,24,"7,551"
19,19,M,Yamanashi,Ymn,山梨,40,91,52,128,152,103,58,7.4,86.1,116,85,225,82.6,"41,472",80.85,73.21,79.6,54.3,42,131562,34.3,29.8,11.9,30.3,57.8,11.76,30.2,16,60,1153.5,6,2785,0.414,1.8,0.29,19.95,15.6,7.2,27.8,62.9,4.4,65.9,72.5,68.2,74.2,70.2,73.8,97.7,65.7,29.7,9.58,21.27,5.4,96.8,84.1,53,231.8,76.5,436,537.7,273.1,3.6,8.5,13074,1072,1245,1938,240,11.31,72.9,15,35.1,70.1,52.9,57.1,46.6,31.8,16.8,1.2,3.9,4.1,1.8,7.5,85.1,23.9,24.9,29.8,34.3,8.7,9.8,2.4,14,9.5,6.5,2.5,0,4.2,0.1,1.5,42,18.5,19.9,16.2,33.4,,,54.3,38.5,17.7,"27,472","8,388","13,624","31,776","43,139","31,485","39,338","43,219","46,652","20,523","37,647","64,205","19,906","15,011","56,512","50,013","7,840","16,388","6,401","7,724",40.4,8.3,"83,900","30,700","31,100",142.5,"294,344","3,725","3,367","3,634","3,575","4,247","4,143","3,875","4,088","1,966","1,896","1,653","1,838",85,167,1.9,3.1,0.6,0.6,1.6,0.5,0.298,0.242,317.8,11.1,24,"7,236"
20,20,M,Nagano,Ngn,長野,101,95,46,118,172,95,76,6.2,76.8,298,214,520,76,"44,865",81.75,72.11,67.8,60.8,41,343557,34.9,31.2,12.4,31.5,56.1,12.36,32.82,13,74,886,73,2927,0.515,1,0.4,25.95,13.9,9.1,28.5,60.1,3.4,54.8,49,68.1,73.5,71.2,73.2,96.4,83.1,32.3,13.21,30.01,3.5,98.1,71.6,49.4,226.2,77.2,351.4,488.4,288.4,2.4,9.5,15486,989,1281,1969,213,10.45,73,13.4,34.6,71.1,54.8,58.1,46.8,33.9,20.9,0.8,2.2,4.7,1.5,8,86.1,25.4,23.2,31.2,34.9,10.1,9.3,2.3,15.2,8,7.8,1.8,0,9.3,0.2,3.6,41,18,17.3,10.7,29.3,,,60.8,26.5,16.9,"64,640","19,511","35,617","83,076","93,916","61,957","91,458","103,443","116,977","44,068","99,423","166,778","39,801","30,774","61,587","59,254","11,458","17,981","7,478","11,675",48.7,12,"242,500","108,300","95,000",142.1,"298,346","3,802","3,951","3,952","3,902","4,952","5,006","5,222","5,060","2,232","2,585","2,129","2,315",189,365,3.8,5.6,1.1,1.4,3.7,1.6,0.283,0.239,352,11.8,24.3,"7,148"
21,21,M,Gifu,Gif,岐阜,97,91,50,90,172,164,58,4.9,79.9,237,251,397,86.3,"41,462",81,72.89,79.8,67.6,35.6,316040,32.7,27.4,12.7,29.8,57.5,11.44,32.64,16.9,64,2087,28,2755,0.544,1.2,0.23,24.6,14.7,3.1,32.1,61.8,3.4,37.9,71.7,67.4,75,74.3,74.4,93.1,74.8,33.4,9.97,65.58,4,97.1,83.9,48.1,208.9,49.5,243.4,600.7,322.2,4.9,10.1,16864,1143,1357,1960,238,9.73,73.3,15.8,35.8,73.2,55,58.9,46.6,33.2,19.3,0.8,3.2,2.8,1.1,7.8,85.9,21.5,20.9,27.4,32.7,8.9,11.3,2.7,13.8,9,6.7,1.2,0,11.7,0.2,4.4,35.6,26.1,19.1,12.8,37.8,,,67.6,34.9,20.4,"55,549","17,100","28,897","69,401","76,918","56,080","82,555","94,946","95,439","36,765","83,750","130,977","34,334","38,661","78,650","57,618","14,381","21,094","9,232","11,812",44.5,8.9,"211,300","71,500","73,800",142.9,"286,838","4,545","4,606","5,032","4,728","5,256","5,036","5,736","5,343","2,569","2,297","2,572","2,479",182,369,2.8,8.3,1.1,2,3.3,1.2,0.303,0.25,272.8,10.7,23.7,"7,990"
22,22,M,Shizuoka,Shz,静岡,180,86,41,117,146,108,39,4.8,75,439,326,785,83.8,"41,249",80.95,72.63,80.6,62.7,44.5,575731,31.9,31.7,12.5,29.5,58,11.18,29.99,17.7,67,2442,2,3316,0.728,0.9,0.35,21.05,15.3,3.8,32.2,60.9,4,26.5,98.5,68.2,73.5,67,66,96.8,62.6,29.4,8.46,92.42,5.4,98.3,84,48.1,200.8,47,776.2,616,306.9,4,7.8,15552,1070,1324,1762,295,9.76,72.4,15.8,38.9,71.1,54.2,57.4,46.2,30.8,15.3,0.3,3.4,2.3,0.8,6.6,87.2,21.4,20.9,31.7,31.9,8,9.8,2.6,12.5,11.5,4.9,1.8,0.1,16.9,0.4,7.1,44.5,20.5,20.6,14.7,36.2,,,62.7,32.7,15.6,"111,060","33,058","63,233","144,736","174,279","131,829","165,799","200,791","208,015","91,487","161,421","290,252","79,933","66,973","61,106","53,377","9,237","17,680","7,103","9,874",45.4,9.7,"376,000","139,800","151,400",142.4,"307,294","4,227","3,958","3,990","4,058","4,400","4,497","4,303","4,400","2,400","2,404","2,110","2,305",263,499,6.1,10.1,2.1,2.6,6.7,1.4,0.296,0.244,274.2,10.3,23.3,"8,676"
23,23,M,Aichi,Ach,愛知,377,84,33,84,137,113,47,4.3,72.2,803,818,1401,85.2,"40,900",81.1,73.06,81,52.6,34.2,1003934,35.7,35.2,13.3,24.9,61.8,8.93,26.53,16.9,62,1695.5,17,3677,0.926,1.5,0.15,21.26,18.7,2.1,32,61.3,3.4,13.1,178.9,71.2,78.5,59.5,51,99.5,77.2,24.6,7.69,158.49,9.6,99.4,90.3,49.6,207.7,36.2,467.8,565.4,286.1,3.8,10.5,18551,1216,1393,1568,304,9.18,75.4,17.2,36.7,76.2,62.4,63.4,52.8,22.9,11.2,0.9,3.2,1.9,1.1,5.1,89.5,19.5,27.7,35.2,35.7,7.5,14.6,2.5,14.2,6,4.2,1.2,0.1,37.9,0.8,11.9,34.2,23,20.4,12.3,39.9,,,52.6,35.7,12.8,"201,520","65,438","118,128","297,342","315,676","242,633","313,669","397,765","396,578","150,337","314,094","546,854","155,013","131,404","70,906","50,008","11,974","19,433","7,608","9,573",43.5,9.1,"642,000","233,700","261,000",140.9,"348,361","4,326","3,819","4,693","4,279","5,005","4,766","5,315","5,029","2,341","2,241","2,537","2,373",428,977,25.8,35.7,2.9,5.3,15.5,3.5,0.301,0.24,228.8,10.6,23.3,"8,035"
24,24,M,Mie,Mie,三重,87,104,42,96,134,110,37,5.2,85.3,171,192,336,82.9,"41,910",80.86,71.79,81,62.8,37.1,277137,35.5,29.8,12.4,29.4,58.2,11.41,28.83,16.9,63,1720,20,3556,0.594,0.4,0.43,26.36,14.3,3.6,31,62.1,3.4,25.3,74.1,66.9,75.2,72,72.9,99.3,53,29,9.37,133.26,4.2,96.6,81.2,46.5,217,40.9,261.7,552,283.4,2.7,10.6,17209,1121,1336,1790,268,10.79,72.3,17.1,35.7,74.4,60.2,60.6,51.7,29.8,18,0.9,2,3.4,1.2,6.5,87.4,22.2,22.4,29.8,35.5,8.6,12.6,1.8,14.9,7.9,5,0.7,0,9.9,0.2,4.5,37.1,22.4,19.6,12.8,41.6,,,62.8,38.6,21.3,"54,202","16,703","31,143","71,120","79,522","61,353","79,746","98,181","94,465","33,188","84,615","144,418","39,249","32,872","77,829","64,495","13,982","18,124","7,459","11,391",41.9,7.2,"180,800","56,000","58,100",140.6,"311,298","5,049","5,101","5,052","5,067","5,551","5,575","5,241","5,456","2,796","2,679","2,446","2,640",154,349,4.9,7.4,1.1,1.4,4.7,0.7,0.295,0.229,268.7,10.7,23.5,"7,119"
25,25,M,Shiga,Shg,滋賀,70,100,48,93,152,104,65,4,77.2,224,175,303,81.7,"46,742",81.78,72.3,77.5,62.9,26.4,194397,40.7,31.8,14,25.7,60.3,9.26,29.66,15.7,75,1863,33,3058,0.564,0.3,0.23,28.62,18,2.6,32.6,61.1,3.5,35.4,81.9,71.6,77.6,71.6,67.4,99.4,89.3,33.9,9.02,46.74,3.8,98.2,93,39.3,220.9,50.6,298.3,566.2,276.5,4.4,10.3,16607,1281,1547,1750,246,8.26,76.9,17.4,38.8,75.9,62.7,63,53.1,36.1,21.1,1.8,4.7,3.5,1.1,7.7,88.4,22,25.1,31.8,40.7,10.2,14.7,2.9,18.1,9.2,7.8,1.1,0,7.3,0.2,2.2,26.4,22,17.4,11,39.2,,,62.9,35.1,20.3,"36,640","10,540","21,850","55,999","56,389","42,872","54,057","70,656","70,931","21,940","61,904","94,128","27,079","25,786","98,480","64,822","13,800","22,099","9,754","12,370",45.8,9.4,"136,500","49,900","47,900",138.9,"320,567","4,932","6,283","6,538","5,918","5,582","5,338","5,796","5,572","2,276","2,462","2,854","2,531",97,223,3.4,5.3,0.5,0.7,2.9,0.9,0.293,0.234,269.3,10.1,23.9,"7,760"
26,26,M,Kyoto,Kyt,京都,124,103,58,129,138,101,62,6.4,94.9,542,454,799,86.2,"39,985",81.4,71.85,82.3,69.6,33.1,378082,41.2,35.4,11.7,28.9,59.4,10.17,22.56,16.9,65,1770,24,2942,0.588,0.2,0.36,19.31,20.1,2.1,21.6,67.7,4.4,26.1,209.5,70.1,73.1,61.3,55.3,100.9,93.9,24.6,7.36,203.18,13.5,98.3,80.1,50.3,314.9,45.8,237.1,530.2,281.4,2.7,10.6,14190,1208,1420,1073,308,11.86,74,13.6,37.5,69.6,56.9,55.7,48.1,22.8,11.2,0.7,3.5,3.3,1.5,5.4,87.3,19,23.7,35.4,41.2,14.1,15.2,6.2,17.8,5.6,4.1,1.3,0.1,10.3,0.4,4.4,33.1,21.4,20.3,13.2,39.7,,,69.6,35.5,11.1,"62,559","18,213","34,807","100,088","100,902","77,125","94,277","118,968","131,455","48,506","108,221","163,087","53,080","43,098","93,418","61,129","16,102","18,573","8,681","11,071",39.9,7.3,"253,700","84,100","90,400",130.6,"289,442","5,152","5,806","6,243","5,734","4,574","4,582","5,272","4,809","2,490","2,583","2,616","2,563",171,369,4.6,7.5,1.4,2.2,4.8,1.6,0.308,0.261,287.9,10.7,23.4,"8,572"
27,27,M,Osaka,Osk,大阪,423,107,56,115,161,105,81,5.8,96.9,1606,1316,2288,96.5,"36,159",80.23,71.5,94.8,72.9,33.2,1248094,37.3,37.2,12,27.5,60.6,9.87,19.7,17.4,65,1651.5,12,3127,0.778,0.5,0.24,20.06,17.8,0.5,22.2,68.5,5.3,17.1,631.3,66.9,71.4,54.7,40.7,99.6,94.6,20.6,5.37,488.66,36.2,99.6,95.6,62.4,270.4,25.9,390.1,484.9,268.8,4.5,10.4,15017,1171,1354,843,295,13.28,72,15.8,36.7,68.8,56.3,53.2,46.4,18.4,7.4,0.8,2.5,2.1,0.9,4,86.2,12.4,25.6,37.2,37.3,9.6,12.6,4.6,16.1,3.9,1.8,1.1,0.3,49.1,1.6,16.7,33.2,25.4,22.3,17.9,45.6,,,72.9,44.8,13.3,"207,330","62,953","111,070","314,178","309,797","220,233","329,022","368,613","393,005","167,010","340,711","454,072","167,905","128,194","75,620","55,898","10,860","16,666","8,692","9,501",41.1,8.9,"826,600","303,400","327,600",136.4,"333,311","4,970","4,623","5,195","4,929","4,483","4,482","4,584","4,516","2,167","2,153","2,263","2,194",470,988,11.8,35.2,4.2,6.4,27,7.2,0.315,0.248,253.5,9.9,24,"8,762"
28,28,M,Hyogo,Hyg,兵庫,261,99,51,106,189,122,75,6.4,93.8,786,797,1513,87,"40,049",80.92,72.08,86.1,59.4,36.9,814335,37.7,34.1,12.5,28.8,58.8,10.28,22.95,17.4,67,2037.5,19,2752,0.641,0.1,0.17,19.48,20.2,2,25,69,4.6,19.3,181.6,69.5,73.9,64.8,50.4,98,92.5,26,12.63,215.17,11.4,95.9,84.4,54.2,242.4,32.1,449.8,450.8,281,3.5,9.1,16778,1104,1410,1144,274,12.38,75.4,16.7,38.5,72.1,57.6,56.6,48,24.8,12.9,0.9,2.7,3.1,1.4,6.6,87.2,17.5,28.4,34.1,37.7,10.3,13.6,3,15.6,5.5,4.1,1.3,0.1,28.5,0.9,10.5,36.9,23.2,20.3,16.3,40,,,59.4,36.5,18.5,"139,256","43,454","77,054","197,104","217,842","164,457","203,647","242,945","267,835","106,162","237,434","336,878","105,629","82,783","69,455","51,759","11,436","18,106","7,606","9,401",47,11.3,"580,800","231,200","236,000",134.1,"313,029","4,687","4,304","4,703","4,565","4,378","4,737","4,455","4,523","2,357","2,371","2,661","2,463",347,753,10,17.3,2.1,5.3,14,4.1,0.303,0.254,293.9,10.5,23.8,"7,782"
29,29,M,Nara,Nar,奈良,63,98,50,114,144,105,59,5.9,91.4,197,183,460,79.1,"44,867",81.36,71.39,79.5,73.5,29,214311,38.4,34.8,12,30.9,57.2,10.75,24.07,16.2,70,1646.5,17,2494,0.426,0.6,1.21,24.42,22.3,2.6,22.6,71.6,4.9,24.2,140.7,69.5,75.6,74.1,67.6,97,81.1,26.8,13.4,281.81,8.8,97.6,79.7,51.2,243.1,41,299.9,608.5,307.4,4.5,10.8,17849,1230,1441,1353,288,11.19,74.7,15.7,36.9,74,62.3,60,52,26.4,14.3,0.9,3.6,2.9,1.3,5.7,87.3,22.8,24.1,34.8,38.4,10.6,12.3,3.2,18.4,5.1,3.2,1,0,6.8,0.2,2,29,23.8,17.5,14.4,39.8,,,73.5,36.5,10.5,"32,490","9,876","18,044","42,133","46,997","36,683","43,410","54,897","57,593","21,809","49,095","70,046","20,507","19,235","93,200","69,298","14,993","22,801","10,248","12,506",42.6,8,"144,500","50,600","47,700",127.6,"265,623","5,968","5,500","6,364","5,944","5,056","4,999","5,345","5,133","2,790","2,377","2,895","2,687",104,196,3.7,5.2,0.4,0.6,4.4,0.8,0.293,0.251,279.1,10.6,23.7,"8,631"
30,30,M,Wakayama,Wky,和歌山,44,113,62,123,189,138,127,9,110.8,142,115,384,101.1,"38,198",79.94,71.36,101.2,74.5,32.4,157561,32,25.6,11.7,32.7,55.6,13.52,26.07,17.3,68,1950.5,19,2738,0.33,2,0.74,20.41,13,8.8,21.7,66.7,4.5,28,92.8,63.6,67.4,73,74.1,97.8,26.3,24.2,7.47,25.47,6.7,95.9,84.3,57.1,290.1,52.9,242.8,480.8,224.9,1.6,10.8,17629,1100,1215,1709,229,15,69.1,13.7,34,65.2,47.8,52.5,41.7,24,12.9,0.2,3.9,3,1.7,4.7,83.7,19.6,21.5,25.6,32,7.5,8.7,1.2,13.9,5.1,3.6,0.9,0,6.5,0.2,2.2,32.4,23.1,23,18.5,42,,,74.5,43.1,16.5,"25,711","7,206","12,136","26,902","33,533","25,116","32,657","38,435","42,594","15,952","39,571","59,583","14,849","14,787","76,489","52,714","12,013","15,245","8,261","7,955",41.2,6.4,"104,100","30,900","29,500",138.5,"276,047","5,856","4,332","5,384","5,191","3,800","3,775","4,254","3,943","2,019","1,548","1,908","1,825",116,229,1.6,3,0.3,0.7,2,1.2,0.315,0.241,280.4,10.6,23.9,"6,743"
31,31,M,Tottori,Ttt,鳥取,27,127,54,149,172,126,98,7.7,89.4,130,59,172,93.5,"33,377",80.17,71.69,100.2,58.3,45,91335,31.1,28.7,12.6,31.6,55.8,13.34,31.29,15.7,74,2183.5,48,2249,0.273,1.4,0.17,19.52,13,8.8,21.3,66.9,3.9,54.1,55.2,65.2,68.7,68.8,70.9,97.2,69.2,32.2,11.5,34.75,4.3,99.2,89.8,46.2,298.1,59.3,155.2,542.1,267,3.1,9.2,14759,944,1313,1954,245,11.12,71.3,13.6,35.3,65.8,48.2,52.3,39.2,34,20.8,0.6,3.3,4.3,1.6,7,83.4,18.6,19.4,28.7,31.1,8.3,7.2,2.3,13.2,8.9,7.9,1.3,0,3.2,0.1,1.2,45,26.9,22.9,20.3,40.7,,,58.3,32.3,26,"13,430","4,082","7,116","14,291","13,255","11,575","22,073","19,556","18,660","9,583","22,559","28,487","8,450","7,417","57,375","46,608","14,454","12,978","7,190","8,703",46.8,8.7,"63,800","24,500","20,100",145.1,"267,826","3,895","3,830","3,790","3,838","4,024","4,462","4,941","4,476","2,079","2,301","2,040","2,140",59,125,1.1,1.8,0.3,0.3,1.2,0.6,0.289,0.243,288.8,10.3,23.7,"6,698"
