"key","sex","pref.id","pref.E","pref.A","pref.J","pop15","suicide60","suicide70","MR.lancet.15","LE.lancet.15","LE.75","LE.85","LE.90","LE.95","LE.00","LE.05","LE.10","LE.15","HLE.GBD.15","HLE.CSS.13","HLE.SSI.13","pref.finance.idx","NHE.T.15","NHE.15","DE.15","income.14","BMI","vegetable","salt","Walking","smk.lee","smk","sleep","alcohol.everyday","learning","volunteer","sports","hobby","travel","Gini.14","unemployment","alcohol.12","清酒","合成清酒","連続式蒸留しょうちゅう","単式蒸留しょうちゅう","みりん","ビール","果実酒","甘味果実酒","ウイスキー","ブランデー","発泡酒","リキュール","スピリッツ等","その他の醸造酒等","dz1","dz2","h","dz4","dz5","dz6","dz7","dz8","dz9","dz10","dz11","dz12","dz13","dz14","dz16","dz27","dz29","dz30","dz31","dz32","dz33","dz34","dz35","dz36","dz37","dz38","dz39","dz40","dz41","dz42","dz43","dz44","dz45","dz47","dz48","dz49","dz50","dz51","dz52","dz53","dz54","dz55","dz56","dz57","dz58","dz59","dz60","dz61","dz62","dz63","dz64","dz65","dz66","dz67","dz68","dz69","dz70","dz71","dz72","dz73","dz74","dz75","dz76","dz77","dz78","dz79","dz80","dz81","dz82","dz83","dz84","dz85","dz86","dz87","dz88","dz89","dz90","dz91","dz92","dz93","dz94","dz95","dz96","dz97","dz98","dz99","dz100","dz101","dz102","dz103","dz104","dz105","dz106","dz107","dz108","dz109","dz110","dz111","dz112","dz113","dz114","dz115","dz116","dz117","dz118","dz119","dz120","dz121","dz122","dz123","dz124","dz125","dz126","dz127","dz128","dz129","dz130","dz131","dz132","dz133","dz134","dz135","dz136","dz137","dz138","dz139","dz140","dz141","dz142","dz143","dz144","dz145","dz146","dz147","dz148","dz149","dz150","dz151","dz152","dz153","dz154","dz155","dz156","dz157","dz158","dz159","dz160","dz161","dz163","dz164","dz166","dz169","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","perio1","perio2","perio3","perio4","perio5","perio6","perio7","perio8","perio9","perio10","perio11","perio12","perio13","perio14","perio15","perio16","perio17","perio18","perio19","perio20","perio21","perio22","perio23","perio24","perio25","perio26","perio27","perio28","perio29","perio30","LT1","LT2","LT3","LT4","LT5","LT6","LT7","LT8"
1,1,1,"Hokkaido","Hkk","北海道",5381733,0.000214235234729934,0.000190493273542601,1901-06-25 02:24:00,1900-03-19 19:12:00,71.46,74.5,75.67,76.56,77.55,78.3,79.17,80.28,71.4,78.52,71.11,0.398,21184,393.6,1238,2559.87255838759,"24","276","10.7","7381","35.9",36.8991003188997,72.5,38.7,31,22.6,64.9,85.2,69.1,0.36,7.1,"87.4","5.2","0.4","8.6999999999999993","1.4","0.7","26.9","3.2","0.1","1.3","0.1","8.1999999999999993","21.7","1.9","7.6",0.00128467,0.00027148,0.00132471,2.16e-06,0.03533431,0.00296189,0.00065887,0.00032916,0.00065414,6.6e-07,9.04e-06,3.65e-06,3.79e-06,0.00020867,3.06e-06,1.5e-07,8.109e-05,1.388e-05,0,0,0,0,0,0,0,0,0.00215991,0.00098609,0.00049095,7.024e-05,0.00038344,0.00059993,0.00035388,0.00060389,0.00014449,0.00027997,0.00042825,7e-08,0.00101387,0.01212343,0.03163358,0.02207848,0.00111615,0.05084503,0.00010343,0,0,0.0103122,0.02712539,0.00278679,0.00074524,0.0027059,0.00929942,0.01897389,0.00049595,0.00054341,0,0.00022924,0.00500077,0.00486348,0.00213877,0.00076943,0.00117364,0.00019218,0.00631484,0.00217964,0.00580484,0.00845203,0.00148632,0.06271116,0.05598926,0.00362642,0.00442737,0.00718457,0.00822239,0.00083566,0.00125112,0.01066782,0.02677591,0.00160522,0.00531358,0.00777592,0.00057878,0.00341971,0.00638307,0.00260597,0.0008933,0.00172809,0.00034825,0.0001896,0.00328314,0.00149073,0.00040691,0.00132292,0.0017707,0.00107127,0.00119273,0.04859497,0.00402345,0.0018769,0.00040313,0.01316435,0.00251241,0.00112601,0.00191234,0.00652837,0.00286493,0.00648336,0.01719955,0.00406827,0.00803891,0.00055532,0.00689671,0.00020054,0.00184883,0.00091126,0.00682085,0.02432534,5.94e-05,0.02475011,0.0100022,0,0.00122807,0.00365783,0.00237359,0.00762535,0.06813432,0.0018589,0.01705351,0.00550524,0.02411049,0.04442233,0.01667153,0.00031852,0.01581907,0.00255229,0.0216976,0.00395231,0.00332586,0.00143704,0.00584988,0.00102235,0.00068016,0.00475756,0.00342146,0.03995384,0.00191202,0.00013278,0,0.00211194,2.124e-05,0,2291048,601998,623941,193537,423778,216046,381457,110568,60684,42734,33959,16380,27953,16615,46384,30338,14534,1985,3927,4078,1502,963,15712,3008,510,625,2890,518,1647,796,265,1024,1449,300,708,482,1205,662,199,37,66,645,347,161,620,550,178,355,32,39,282,323,584,97,39,57,51,164,158,29,37,75,18,17,59,40,20,13,20,26,72,15,4525550,276902,125708,131039,156552,21884,105082,92984,52051,41349,33395,3740,1533,3014,397,688,70,21,123,15,25,52,157,436,21,20,20,13,22,14,636445,146078,76738,39355,2840,359,399,105
2,1,2,"Aomori","Amr","青森",1308265,0.0002804,0.000269718309859155,1901-09-24 21:36:00,1900-03-17 21:36:00,69.69,73.05,74.18,74.71,75.67,76.27,77.28,78.67,69.8,76.56,70.29,0.317,4469,341.7,243,2404.95487414492,"24.5","319","11.3","7472","33.6",38.5483930655527,67.2,44.6,24.8,22.4,56,80.7,59.4,0.374,9,"94.8","6.7","0.8","8.9","3.1","0.5","25.6","2.2000000000000002","0.1","1.3","0.1","10.3","20.3","2.6","12.3",0.00171476,0.00021411,0.00137413,2.55e-06,0.04228871,0.00272385,0.00061557,0.00036377,0.00057722,6.8e-07,4.92e-06,3.85e-06,1.963e-05,0.00019166,2.81e-06,3.4e-07,7.389e-05,1.664e-05,0,0,0,0,0,0,0,0,0.00228055,0.00099487,0.00043076,6.999e-05,0.0003218,0.00091621,0.000329,0.00047665,0.00017398,0.00024696,0.00033458,6e-08,0.00085417,0.01206815,0.03594561,0.02208918,0.00142549,0.04699761,0.00012796,0,0,0.0114631,0.0308267,0.0029913,0.00095411,0.00281704,0.01029243,0.01759645,0.00050128,0.00059277,0,0.00022412,0.00467942,0.00490772,0.00211406,0.00072341,0.00068636,0.0002075,0.00566249,0.00199736,0.00492303,0.00892161,0.00144792,0.06633788,0.07117881,0.00369957,0.00426784,0.00673572,0.00707357,0.00083001,0.00129029,0.00965248,0.02465517,0.00023705,0.00497148,0.00621639,0.00052613,0.00353401,0.00871932,0.00323239,0.00106766,0.0019702,0.00033386,0.00017196,0.00311453,0.00141431,0.00034614,0.00105729,0.00181917,0.00121187,0.00116849,0.04432025,0.00440236,0.00185086,0.00039467,0.01202826,0.00228808,0.00078313,0.00160172,0.00588501,0.00311891,0.00576623,0.01659339,0.00367883,0.00737693,0.00049619,0.00618462,0.00018543,0.00181583,0.00084974,0.00619459,0.02535077,7.997e-05,0.02464496,0.00973698,0,0.00110814,0.00348334,0.00224008,0.00706946,0.06261232,0.00172385,0.01495438,0.00487064,0.0224297,0.0409192,0.01533754,0.00020348,0.01453582,0.00313186,0.02030177,0.0046838,0.00379291,0.00130702,0.0056207,0.00087917,0.00065017,0.00541752,0.00305837,0.04190484,0.00177807,7.376e-05,0,0.00262871,1.933e-05,0,552410,137224,74021,25371,74648,99589,64265,15016,34730,3688,1781,6594,5054,5067,4394,3955,325,1067,230,481,935,627,1128,369,719,50,363,242,814,21,64,71,97,27,39,97,0,92,13,0,0,28,60,0,0,182,0,16,0,36,16,27,0,0,14,0,10,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,787471,89622,14452,24190,25138,23894,33880,22492,24099,41029,8344,981,530,617,0,0,0,0,0,362,0,11,0,0,0,0,0,0,0,0,148005,29956,14102,8997,200,100,107,0
3,1,3,"Iwate","Iwt","岩手",1279594,0.000302448979591837,0.000279861111111111,1901-08-22 21:36:00,1900-03-18 12:00:00,70.27,74.27,75.43,76.35,77.09,77.81,78.53,79.86,70.3,77.63,70.68,0.318,4145,323.8,271,2715.80145528041,"24.4","299","10.7","6626","30.9",38.258918526376,68.4,47.2,29,30.2,60.6,84,65.7,0.347,7.1,"87.4","7.2","0.4","6.7","3.6","0.6","25.8","2.2999999999999998","0","1","0","7.2","21.1","2.4","9.1",0.00137928,0.00025245,0.00130173,3.78e-06,0.03818579,0.00279092,0.00063505,0.00037305,0.00060201,6.8e-07,7.45e-06,3.66e-06,7.3e-07,0.00019964,2.92e-06,2.5e-07,7.703e-05,1.533e-05,0,0,0,0,0,0,0,0,0.0021257,0.00090114,0.00048527,6.973e-05,0.00034201,0.00084358,0.00033563,0.00045447,0.00023926,0.00027872,0.00030222,6e-08,0.00094733,0.01159084,0.03054454,0.01699649,0.00100525,0.04253477,0.00012371,0,0,0.01149457,0.02845201,0.0025578,0.00078253,0.00176827,0.01027697,0.01613552,0.00047602,0.00059777,0,0.00018624,0.004806,0.00504284,0.00203817,0.0006975,0.00068965,0.00018713,0.00584143,0.0021734,0.00584085,0.0085066,0.00138919,0.05864994,0.07929937,0.00384359,0.00397142,0.00720966,0.00757528,0.00076626,0.0014843,0.01102517,0.0266842,0.00052076,0.0052343,0.00707468,0.00056564,0.002941,0.00719165,0.00267735,0.00090739,0.00233358,0.00034715,0.0002015,0.00332638,0.00145939,0.00037636,0.00090855,0.00162193,0.00104314,0.00120781,0.05050864,0.0048187,0.00214571,0.00038414,0.01223169,0.00233108,0.00109031,0.00196807,0.00597829,0.0029038,0.00583412,0.01722944,0.00376416,0.00752567,0.00050421,0.00643218,0.00018873,0.00185058,0.00086705,0.00634307,0.02176032,5.824e-05,0.02175801,0.00976702,0,0.00105973,0.00373639,0.00239827,0.0073381,0.06418841,0.00177928,0.01482627,0.00533985,0.02309317,0.04373704,0.01592678,0.00028305,0.01570583,0.00309911,0.02305054,0.00513322,0.00339405,0.0011709,0.00621743,0.00094255,0.00076044,0.00644997,0.00311345,0.04382945,0.00173798,0.00466388,0,0.00242155,1.942e-05,0,641278,141303,120515,58432,66262,98559,54168,20278,16703,7743,5838,1587,11735,5662,5897,3764,1583,2742,163,1415,1564,788,2171,2159,611,130,567,59,1844,0,0,80,37,53,248,117,32,287,37,0,0,29,45,0,19,0,0,26,0,14,35,0,22,0,0,23,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1175867,88571,41696,48195,51806,40012,25949,17425,39226,5830,8549,456,594,776,202,149,35,0,0,0,0,0,0,0,10,0,0,0,0,0,139422,36185,14406,12460,189,42,161,0
4,1,4,"Miyagi","Myg","宮城",2333899,0.000194307891332471,0.000172960372960373,1901-05-29 02:24:00,1900-03-20 12:00:00,71.5,75.11,76.29,77,77.71,78.6,79.65,80.99,71.9,79.25,71.99,0.559,7221,309.4,472,2807.30248743395,"24.6","332","11.9","6803","31.1",36.931511536897,70.2,43.1,36.7,26.7,66.4,86.7,74.1,0.383,7.8,"85.5","7.6","0.4","4.8","4.2","1","26.4","2.9","0.1","1.4","0","7.2","20.5","2.6","6.4",0.00123509,0.00025441,0.00140523,2.42e-06,0.03086075,0.00345255,0.00076793,0.0003632,0.00068993,6.8e-07,4.3e-06,4.68e-06,1.07e-06,0.0002323,3.36e-06,2.8e-07,8.677e-05,1.602e-05,0,0,0,0,0,0,0,0,0.00269597,0.00111989,0.00058001,8.169e-05,0.0006284,0.00093014,0.00039402,0.0005544,0.00018372,0.00032781,0.00028937,7e-08,0.00075005,0.01230976,0.03025393,0.01749345,0.00088275,0.04101232,0.00011522,0,0,0.01041941,0.02376804,0.00240045,0.00072447,0.00222011,0.00845536,0.01616335,0.00057548,0.00053825,0,0.00025234,0.00437983,0.00424606,0.00204522,0.00061991,0.00101393,0.00018341,0.00586932,0.00207926,0.00562891,0.00868874,0.00132147,0.0541666,0.06536715,0.00351188,0.00463455,0.00745645,0.00798776,0.00081558,0.00133771,0.01031095,0.02473275,0.00036117,0.00476904,0.00632287,0.00058898,0.00279583,0.00690075,0.00254076,0.00087317,0.00165628,0.00040319,0.00020069,0.00301463,0.00158066,0.00041799,0.00090581,0.00157089,0.00091538,0.00107468,0.04798903,0.00478338,0.00219926,0.0004102,0.01506953,0.00284493,0.001238,0.00203767,0.00748554,0.00352136,0.00755594,0.01921233,0.00468717,0.00920836,0.00071504,0.00795244,0.00024438,0.00227475,0.0010494,0.00763889,0.02549505,6.132e-05,0.0198588,0.0102359,0,0.00119981,0.00378211,0.00265652,0.0080244,0.0741615,0.00199791,0.01737074,0.00641817,0.02766808,0.04632784,0.01980171,0.00036262,0.0155382,0.0028434,0.0231657,0.0048494,0.00348578,0.00122335,0.00581017,0.00094198,0.00071249,0.00558105,0.00355833,0.03994874,0.00203781,0.00568608,0,0.00225828,2.779e-05,0,1195361,292516,221571,137728,167899,109032,123759,44531,58108,29352,14787,2353,17093,12151,30943,9505,11787,993,5255,2989,1780,540,591,798,184,27,566,1032,37,88,530,312,62,104,46,327,255,29,23,46,0,36,151,36,1160,17,70,94,55,537,17,87,0,0,0,42,17,0,13,22,11,0,0,0,0,0,0,0,0,0,0,0,2119412,154527,194431,107634,73726,86394,56248,58157,72998,9361,23678,3981,1633,1998,480,36,0,28,14,0,17,57,31,0,23,23,0,17,0,24,254764,46802,19033,17430,960,197,194,13
5,1,5,"Akita","Akt","秋田",1023119,0.000317241379310345,0.000312062256809339,1901-08-25 00:00:00,1900-03-18 12:00:00,70.17,74.12,75.29,75.92,76.81,77.44,78.22,79.51,70.4,77.26,70.71,0.28,3751,366.6,217,2466.94735299166,"24.1","283","11.6","6626","32.700000000000003",37.276408375004,72.9,51.9,27.4,27.2,60.6,80.3,68.5,0.334,7,"93.600000000000009","9.6999999999999993","0.8","8.1","2.7","0.7","26.8","2","0.1","1.1000000000000001","0.1","8.3000000000000007","21.3","2.4","9.5",0.00130724,0.00018489,0.00163575,2.12e-06,0.04247882,0.00254324,0.00057255,0.00035049,0.00059587,6.1e-07,2.55e-06,4.13e-06,7.6e-07,0.00019413,2.84e-06,2.2e-07,7.477e-05,1.721e-05,0,0,0,0,0,0,0,0,0.00176084,0.00077736,0.00046154,5.918e-05,0.00025437,0.00104567,0.00032125,0.00041819,0.00021797,0.0002555,0.00029625,6e-08,0.00079752,0.01560611,0.04307758,0.01553872,0.00111103,0.04136976,0.00012065,0,0,0.01036022,0.0291157,0.00276149,0.00075835,0.00314504,0.01091311,0.01760737,0.00045967,0.00064096,0,0.00018796,0.0048155,0.00473912,0.00198028,0.00077377,0.00068224,0.0001771,0.00580005,0.00206817,0.00525709,0.00840451,0.00153553,0.05839667,0.07632042,0.00379585,0.00430874,0.0075345,0.00765934,0.00080432,0.00135997,0.01111481,0.02643617,0.00067676,0.00483397,0.0063859,0.0004939,0.00273507,0.00669539,0.00249957,0.00084014,0.00178596,0.0003396,0.00020329,0.00342603,0.00140882,0.00040587,0.00129657,0.00201832,0.0011256,0.00122102,0.05249516,0.00494728,0.00216727,0.00036379,0.01133384,0.00217833,0.0011883,0.00178264,0.00561011,0.0027422,0.00534513,0.01618897,0.00349855,0.00697177,0.00046317,0.00592761,0.00016345,0.00154546,0.00078363,0.00601633,0.02317662,7.759e-05,0.02064541,0.01046751,0,0.00108097,0.00376599,0.00222702,0.00731736,0.06187217,0.001752,0.01437026,0.00424987,0.02127993,0.0435932,0.01570969,0.00017962,0.01496375,0.00226646,0.02382677,0.00603166,0.00345541,0.00100404,0.00600207,0.00090446,0.00068512,0.00641278,0.0030902,0.04152826,0.0015777,0.00018167,0,0.00281042,1.758e-05,0,514284,118065,79021,16193,21295,51482,66109,6523,25025,3270,2002,1738,6585,2056,1292,4675,524,430,167,4003,241,3482,572,2189,78,1506,794,135,371,117,0,35,185,13,432,134,0,415,17,0,208,24,27,0,0,26,49,30,0,125,85,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,859519,91881,71241,38840,16781,14191,21235,16492,20361,10319,7389,341,312,409,29,0,0,0,0,25,0,0,46,0,0,0,0,0,0,0,141421,25192,20214,8478,120,278,75,0
6,1,6,"Yamagata","Ymgt","山形",1123891,0.000255172413793103,0.000235019455252918,1901-06-18 21:36:00,1900-03-20 00:00:00,70.96,74.99,76.37,76.99,77.69,78.54,79.97,80.52,71.6,78.41,71.37,0.324,3821,340,230,2589.05621530984,"23.7","277","11","7098","32.799999999999997",35.5386242453744,72.2,44.5,30.8,32.1,61.6,84,72.5,0.376,5.8,"80.8","8.6999999999999993","0.6","7.4","2.6","0.8","25.5","2.5","0.1","1.1000000000000001","0","5.6","18.100000000000001","2","5.8",0.00130509,0.00018136,0.00141916,2.66e-06,0.03952247,0.00290288,0.00066293,0.00032975,0.0006507,6.3e-07,3.85e-06,4.42e-06,1.66e-06,0.00021181,3.07e-06,4.2e-07,8.039e-05,1.407e-05,0,0,0,0,0,0,0,0,0.00235912,0.00106061,0.00056401,7.212e-05,0.00066089,0.00101812,0.0003488,0.00050357,0.00024343,0.0002654,0.00027627,6e-08,0.00078955,0.01193673,0.03883778,0.01646429,0.00092098,0.042808,0.0001058,0,0,0.01062136,0.02465356,0.00242526,0.00073836,0.00202288,0.00954221,0.01571986,0.00050659,0.00056341,0,0.00018263,0.00381684,0.00457426,0.00195589,0.00059031,0.00064397,0.00017189,0.00575277,0.00216145,0.00496539,0.00740133,0.00169596,0.06485379,0.06892693,0.00393364,0.00428562,0.00793753,0.00782217,0.0007821,0.00142588,0.01118707,0.02811099,0.00056299,0.00535821,0.00612575,0.00052907,0.00242198,0.00590232,0.00220439,0.00075958,0.00168898,0.00038397,0.00021221,0.00327564,0.00151021,0.00040919,0.00110985,0.00178571,0.00098678,0.00111221,0.05609887,0.00518031,0.00206132,0.00036688,0.01266208,0.00241179,0.00131852,0.00178895,0.00624576,0.00285355,0.00614817,0.0161834,0.00395011,0.00780753,0.00052472,0.00679323,0.00019564,0.00189457,0.0008817,0.00659957,0.02145133,4.888e-05,0.02021733,0.01035076,0,0.00118417,0.00385265,0.00246992,0.00771337,0.06657578,0.00186842,0.01647196,0.00542285,0.02404786,0.04641957,0.01673339,0.00033513,0.01501926,0.00207172,0.0229489,0.0065198,0.00326405,0.00086813,0.00562161,0.00089573,0.00076769,0.00620323,0.00342905,0.03799887,0.00170929,7.182e-05,0,0.00261432,2.025e-05,2.5e-06,570645,132442,108520,47734,101887,57337,60387,17078,27941,9735,5699,3764,4003,4281,6804,3035,3502,437,619,1092,1730,579,1018,5309,371,28,635,197,398,33,0,0,40,99,0,111,0,44,1665,23,0,30,46,125,15,43,15,23,15,24,0,13,0,0,0,79,12,27,0,0,0,0,15,0,0,0,0,0,0,0,0,0,944491,190477,43213,29923,42014,79139,24836,24542,16092,17724,7350,1032,548,853,57,27,198,37,0,13,0,18,40,0,0,15,0,0,0,0,119305,25383,12993,8740,1369,120,163,0
7,1,7,"Fukushima","Fks","福島",1914039,0.00024822695035461,0.000235910224438903,1901-07-11 09:36:00,1900-03-19 12:00:00,70.71,74.38,75.71,76.47,77.18,77.97,78.84,80.12,71.1,77.91,70.67,0.469,6335,331,373,2860.59719259957,"24.8","347","11.9","7297","35.200000000000003",37.3733336434511,69.6,44.9,28.9,28.1,63.1,83.4,70.3,0.358,7.1,"79.7","8.3000000000000007","0.4","4.0999999999999996","4.8","0.8","25.1","2","0","1.1000000000000001","0.1","6.7","18.3","2.2000000000000002","5.8",0.00136955,0.00026676,0.00125104,8.05e-06,0.03605007,0.00296427,0.00066488,0.00036553,0.00069845,6.8e-07,1.421e-05,4.6e-06,5.24e-06,0.0002049,3e-06,2.7e-07,7.71e-05,1.467e-05,0,0,0,0,0,0,0,0,0.00206751,0.00100485,0.00043192,6.999e-05,0.00038355,0.00089835,0.00034811,0.00054673,0.00019797,0.00026927,0.00051544,6e-08,0.0009644,0.01113111,0.03409561,0.01867865,0.00096223,0.04090311,0.00010563,0,0,0.01093277,0.02649311,0.00247287,0.00063474,0.00179155,0.00924372,0.01539758,0.00049302,0.00056949,0,0.00031209,0.00397753,0.00415056,0.00228206,0.00056393,0.00093202,0.00018304,0.00545062,0.00208983,0.00564757,0.00766305,0.0016268,0.07494556,0.06819663,0.00378714,0.00450261,0.00728572,0.00785615,0.00074396,0.00137376,0.0100751,0.02838734,0.00085156,0.00554044,0.00731071,0.00055464,0.00318007,0.00778629,0.00289383,0.00097896,0.00193255,0.00035693,0.00020401,0.00336894,0.00144398,0.00038964,0.00100577,0.00170454,0.0010083,0.00116812,0.04953909,0.00466909,0.00218871,0.00036937,0.01288736,0.00244123,0.00121262,0.00179409,0.00634943,0.00300706,0.00618738,0.01668859,0.00397027,0.00791106,0.00056852,0.00680808,0.00020635,0.00202444,0.00089205,0.00659036,0.02474756,6.679e-05,0.02210468,0.00969574,0,0.00115535,0.00377696,0.00246015,0.00737168,0.06527859,0.00180013,0.01606739,0.00547546,0.02430994,0.04286123,0.01604666,0.00038057,0.01660965,0.0021565,0.02294899,0.0042942,0.00359119,0.00126567,0.00582536,0.0009478,0.00068047,0.0053977,0.0031541,0.03856134,0.0018016,0.00107686,0,0.00248198,2.23e-05,1.39e-06,978178,244280,163439,80617,72273,91822,122689,31620,60772,20112,7658,7160,8418,10389,4930,6005,7166,1257,1630,1527,1461,378,4888,2287,501,683,359,1179,101,146,418,244,192,79,2320,449,1369,97,58,0,11,36,83,162,0,0,16,51,22,0,31,26,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249613,69095,141831,103985,41304,96754,49920,53628,50272,16609,27256,2112,1007,1332,414,0,0,75,0,0,31,16,36,22,11,0,35,0,0,0,224188,48877,17979,21328,361,556,341,0
8,1,8,"Ibaraki","Ibr","茨城",2916976,0.000210220440881764,0.000181352833638026,1901-07-11 12:00:00,1900-03-19 09:36:00,70.58,74.35,75.67,76.32,77.2,78.35,79.09,80.28,71.1,78.33,71.66,0.619,8826,302.6,582,3087.87786385081,"23.7","291","11.2","7445","33.6",33.0992301691102,67.1,40.1,34.2,26.2,68.5,87.5,73.4,0.343,6.7,"67.900000000000006","6","0.4","4","3.6","0.6","20.2","1.9","0.1","0.9","0","5.0999999999999996","17.2","1.7","6.2",0.00128228,0.00057747,0.00135019,2.81e-06,0.03508373,0.0031837,0.00068554,0.00039531,0.0007455,7.2e-07,9.16e-06,8.48e-06,8.37e-06,0.00021438,3.11e-06,2.4e-07,8.165e-05,1.522e-05,0,0,0,0,0,0,0,0,0.00246109,0.00098684,0.00062275,7.69e-05,0.00043467,0.00084534,0.00037462,0.00043034,0.00021474,0.00030013,0.00047722,6e-08,0.00101416,0.01049665,0.03572761,0.0223031,0.00093327,0.04059545,0.00011245,0,0,0.00983284,0.02614439,0.00226902,0.00070412,0.002025,0.00818629,0.01538225,0.00042618,0.00054259,0,0.00021602,0.00412483,0.00383625,0.00217096,0.00055621,0.0008254,0.000196,0.00594096,0.00222611,0.00551607,0.00837119,0.00133173,0.06517866,0.06555018,0.00371271,0.00425999,0.00689905,0.00701415,0.00067486,0.00140634,0.00953857,0.02575462,0.00062699,0.00567248,0.00639179,0.00059411,0.00367673,0.00905905,0.00331799,0.00112209,0.00180387,0.00035023,0.00020859,0.00300794,0.00148035,0.00042041,0.00081351,0.00163942,0.00088399,0.00116633,0.0436967,0.00437115,0.0021777,0.00038056,0.0140006,0.00265752,0.0012234,0.00177184,0.00701587,0.00309291,0.00693421,0.0176198,0.00429371,0.00852177,0.00066664,0.00729644,0.00022151,0.00206795,0.00094372,0.00712463,0.02650299,5.653e-05,0.02213277,0.00970234,0,0.00110706,0.00352804,0.00266133,0.00763798,0.07004673,0.00188913,0.01804474,0.00621046,0.02572364,0.04238707,0.01680707,0.00023712,0.02143481,0.0020238,0.02338534,0.00410309,0.00358535,0.00105408,0.00556833,0.00094397,0.00067084,0.00517089,0.00327927,0.03880629,0.00203526,4.236e-05,0,0.00201431,2.274e-05,1.02e-06,1342989,319407,233032,254192,182015,131920,167037,85231,54689,48864,34006,7807,13711,19904,10972,6870,1293,4235,10896,5537,1563,1378,2925,1987,907,850,1669,681,994,584,500,454,429,626,771,442,20,232,162,239,180,142,102,24,31,272,18,45,165,23,86,33,40,34,0,22,18,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2556362,222863,153608,135929,111123,71674,85636,61975,57457,22597,25388,1948,1423,1203,416,0,14,96,0,534,29,17,0,0,40,0,0,14,0,0,309528,58356,28738,21407,3200,212,353,28
9,1,9,"Tochigi","Tch","栃木",1974255,0.000256145675265554,0.000250704225352113,1901-07-21 07:12:00,1900-03-19 07:12:00,70.61,74.36,75.38,76.12,77.14,78.01,79.06,80.1,71,78.39,71.17,0.594,6008,304.3,374,3203.70217925869,"23.9","280","10.6","7582","35.299999999999997",34.2666362704929,70.5,39.7,32.5,26.2,69.3,84.2,72.4,0.351,6.3,"68.3","6","0.3","5.2","3.1","0.6","21.2","2.1","0.1","1","0","5.0999999999999996","15.4","1.8","6.4",0.00123341,0.00032883,0.00140013,3.86e-06,0.03572361,0.00321848,0.0006889,0.00040833,0.00067185,7.2e-07,6.75e-06,5.29e-06,8.95e-06,0.00020976,3.16e-06,2.3e-07,8.123e-05,1.515e-05,0,0,0,0,0,0,0,0,0.00239599,0.00105581,0.00059386,7.615e-05,0.00053984,0.00076258,0.00037785,0.00047884,0.00021356,0.00029541,0.00047379,7e-08,0.00085592,0.00990955,0.03569995,0.02249714,0.00091851,0.04107842,0.0001089,0,0,0.00951836,0.02621525,0.00220679,0.00068012,0.00203678,0.00787724,0.01382475,0.00043347,0.00053696,0,0.00023989,0.00376776,0.00390402,0.0021488,0.00054269,0.0007369,0.00019377,0.00578673,0.0020017,0.0052151,0.00815749,0.00128092,0.07224691,0.06692843,0.00347353,0.00381165,0.0064621,0.00716689,0.00063046,0.00148443,0.00963099,0.02503502,0.00083425,0.00569764,0.00632652,0.00057155,0.00366095,0.00897826,0.00330289,0.00111667,0.00186138,0.00038325,0.00019372,0.00296066,0.00148411,0.00040562,0.00084207,0.00157001,0.00091831,0.00119859,0.04344325,0.00427938,0.00207599,0.00039175,0.01418911,0.00269379,0.00120619,0.00187991,0.00719132,0.00319408,0.006971,0.01804859,0.0043425,0.00859035,0.00066878,0.00738802,0.00022254,0.00200872,0.00095046,0.00721383,0.02527634,6.7e-05,0.02226501,0.00956052,0,0.00112497,0.00349694,0.00258807,0.00758323,0.07012172,0.00189652,0.01766605,0.00603976,0.02556728,0.04164684,0.0166603,0.00028271,0.01984341,0.00187791,0.02351067,0.00304733,0.00349077,0.00106304,0.00564557,0.0009051,0.000668,0.00469887,0.00330489,0.04016236,0.00212002,3.296e-05,0,0.00198986,2.333e-05,0,906158,210124,171274,166823,120460,115754,71507,51623,38797,30882,18962,6126,3576,16888,14191,3673,9894,4284,2765,6556,900,1393,244,2833,641,3667,494,429,117,189,1414,60,74,187,4742,418,73,1551,52,1136,660,35,122,586,0,19,46,34,81,12,24,79,0,0,73,0,0,0,18,0,0,0,15,0,0,0,0,0,0,0,0,0,1458221,155741,275696,54288,102871,30016,42050,39238,36605,8316,19751,1064,1122,783,349,414,0,65,0,0,17,13,62,0,0,0,0,0,0,0,229354,43881,16734,19015,292,162,331,15
